id_of_post,url_of_post,likes_of_post,hashtags_of_post,description_of_post,post_was_liked_by,date_of_post
CR5_CsDJJxe,https://www.instagram.com/p/CR5_CsDJJxe/,157,#cafefotter #cafefottergraz #fottern #graz #gastgarten #rosengarten #sommerzeit #sommeringraz #rosegarden,Das lauschigste Plätzchen in unserem Café ist und bleibt!?? 💦☕️🌹🌳☀️                  tappa obbligata qui ☀️,,2021-07-29T09:26:45.000Z
CSOdiHDK2lx,https://www.instagram.com/p/CSOdiHDK2lx/,88,#cafefotter #fottern #kaffeehausgraz #foodgraz #coffee #cake #freitag #coffeemood☕️ #jhornigcoffee,Der Apfel-Streuselkuchen gehört zu unseren Klassikern zum Kaffee! ☕️😋🍏🥧 Welche Kuchen sind eure Favoriten bei uns?!??? Lasst es uns doch in den Kommentaren wissen!  .                ,,2021-08-06T08:18:00.000Z
CPunpqknv3G,https://www.instagram.com/p/CPunpqknv3G/,204,#cafefotter #cafefottergraz #fottern #fotternonline #falstaff #falstaffmagazine #breakfast #brunch #bestbreakfast #foodgraz #breakfastingraz #graz #voting #igersgraz #coffeelover,"🥁🥁 Trooooommelwiiiiiirbel 🥁🥁  Wir haben eine Riesenfreude!!!  .  kürt uns tatsächlich zum beliebtesten Brunch- & Frühstückslokal 2021 in der Steiermark! 😍 Vielen Dank an ALLE die ihr fleißig abgestimmt habt - wir finden das schlichtwegs ""falstastisch""!!!!! 😉 . 👉 PS: Alle Ergebnissen und Rankings findet ihr auf der falstaff Website - herzliche Gratulation allen so top gereihten! ❤️ .                              😍💪 👏👏👏 🥇👏👏👏Freu mich für euch!!! 👌🏻🎊☕🥐 😍😍😍😍  😍😍 ❤️ so verdient 😘 👏👏👏 ❤️👏👏 Wir gratulieren! Mehr als verdient 🙌🎉 👏🏼👏🏼",,2021-06-05T06:27:55.000Z
CS1Da8ZKPeC,https://www.instagram.com/p/CS1Da8ZKPeC/,70,#cafefotter #fottern #cafefottergraz #graz #kaffee #zeitung #wochenende #weekendvibes #sommer #gastgarten #kaffeepause,Wir wünschen euch ein gemütliches Wochenende!!! ☀️🥰🌻🗞☕️                     Nächsten Samstag ... -> bin ich wieder bei euch ! 🙌💫🎈,,2021-08-21T08:00:12.000Z
CK_rl9uHNFe,https://www.instagram.com/p/CK_rl9uHNFe/,102,#supportyourlocalbusiness #weihnachten2020 #cafefotter #cafefottergraz #fottern #graz #takeaway #daheim #togo #corona #covid19 #supportsmallbusiness #supportyourlocal #instagood #igersaustria #igersgraz #breakfast #cake #coffee #fottern #fotternonline #breakingnews #staytuned #allesneu #valentinstag #valentinesday #frühstückzuzweit,"♥️Fotters Valentin Wochenende♥️ Noch unentschlossen oder keine Idee für den Valentinstag? . Wir haben uns dieses Jahr etwas besonderes einfallen lassen: Verwöhnt eure(n) Liebe(n) doch mit einem romantischen Frühstück für Zwei - inklusive Orangensaft, Prosecco, Cupcake und einer Rose 🥰🥂🌹🧁 . BESTELLUNGEN AB SOFORT - 📧 per Mail an: bestellung@cafe-fotter.at . oder rund um die Uhr im Onlineshop: 💻📱 https://www.cafe-fotter.at/online-shop/  . PS: Abholung am 13. und 14.02.2021 zwischen 08:30 - 11:00 Uhr Bestellung bis spätestens 24 Stunden vor Abholung Der Umwelt zuliebe verrechnen wir für Mehrweggeschirr vor Ort €5 Pfand .                                                    ",,2021-02-07T14:52:29.000Z
CSQ05unKN39,https://www.instagram.com/p/CSQ05unKN39/,63,#cafefotter #fottern #fotterbreakfastclub #neuesimaugust #breakfasttime,"Neuer Monat, neue Karte 😋😍... Der Fotter-Breakfast Club startet in die nächste Runde! Im August verwöhnen wir euch samstags mit herrlich saisonalen Variationen 🍑🍋 - schaut schnell auf die Karte! .      # fbc    👍👌😋Da muss i jz glei schauen dass i no an freien Samstag find   bellini? 😅 Wow auf die pesto Eis Mischung sind wir gespannt! 😍",,2021-08-07T06:20:41.000Z
CRll4SDJYbz,https://www.instagram.com/p/CRll4SDJYbz/,94,#cafefotter #cafefottergraz #fottern #graz #rosengarten #gastgarten #sommer #sommeringraz #coffeelovers #latteart #jhornig #igersgraz,"So fühlt sich „Sommer“ an!! 🤩 Kaffee im Rosengarten, Sonne und ein laues Schattenplatzerl! ☕️🌹🌳☀️🙏                       😍😍😍 😍😍😍",,2021-07-21T11:22:04.000Z
CO7FZ87H0N4,https://www.instagram.com/p/CO7FZ87H0N4/,204,#fotterbreakfastclub #fbc #fottern #cafefotter #cafefottergraz #breakfast #breakfastclub #bfc #fottern #fotternonline #frühstück #frühstückingraz #frühstücken #frühstückeningraz #breakfastingraz #bestbreakfast #graz #instagood #foodlover #coffeelover,"Unsere Wiedereröffnung naht und darauf freuen wir uns schon sehr! Umso mehr, weil wir mit einer großartigen Neuigkeit starten:  🎉 Der F O T T E R Breakfast Club 🎉 Der neue Samstag im Café Fotter! Wir freuen uns euch die neue Art zu Frühstücken präsentieren zu dürfen: Melange und Buttersemmel gibts unter der Woche – jeden Samstag schicken wir euch ab sofort auf eine kulinarische Reise der besonderen Art. Wir begrüßen unsere Gäste mit Breakfast-Cocktails und Champagner🍹🥂🍾 , wie man es in den Metropolen dieser Welt gewöhnt ist. Unsere berühmten Frühstücks-Klassiker werden begleitet von monatlich wechselnden Gerichten mit frischen, regionalen Zutaten der Saison.  🥐🍳🍅🥓🧀🥒  Mit einem feinen, süßen Abschluss aus unserer Backstube 🍮🍓 runden wir das außergewöhnliche Erlebnis ab und bieten so den idealen Start in ein gelungenes Wochenende. Wir freuen uns auf eure Reservierungen und auf euer Kommen!!! 🥰❤️😍 PS: Das aktuelle Breakfast Club Menü findet ihr auf unserer Website und in Kürze auch in unseren Story Highlights:  https://www.cafe-fotter.at/breakfastclub 🍾🥂🥳                                       Das heißt unter der woche kann man dann bei euch garnicht mehr frühstücken? 😢  🤔😍 👏👏👏  sehr zum empfehlen. Wäre was für dich und Christian 😊          perfekt für unsere NY-Brunch Club reunion 💞 Omg 🔥🙌 ich liiiiebe es    da spielen wir dann unsere nächste Partie Schach okay? :) Bussale!  etwas auf das man sich freuen kann ❤️🔥 Yes, endlich wieder fottern! 😍Gut, dass wir schon vor Wochen reserviert haben,   😉 wir freuen uns auf Samstag! ❤️",,2021-05-16T06:07:25.000Z
CLRHCPbHV9F,https://www.instagram.com/p/CLRHCPbHV9F/,84,#supportyourlocalbusiness #cafefotter #cafefottergraz #fottern #graz #takeaway #daheim #togo #corona #covid19 #supportsmallbusiness #supportyourlocal #instagood #instadaily #potd #igersaustria #igersgraz #breakfast #cake #coffee #fottern #fotternonline #valentines #valentinesday2021 #sunday #sundayvibes #valentinstag,"An Tagen wie diesem freuen wir uns noch mehr darauf, euch alle bald persönlich in unserem Café begrüßen zu dürfen! 😌🤞🏻 Wir wünschen euch einen wunderschönen Valentinstag - fühlt euch geliebt!!!!  ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ . .                                                    ",,2021-02-14T09:19:22.000Z
CKgDSYEn45Y,https://www.instagram.com/p/CKgDSYEn45Y/,61,#supportyourlocalbusiness #weihnachten2020 #cafefotter #cafefottergraz #fottern #graz #takeaway #daheim #togo #corona #covid19 #supportsmallbusiness #supportyourlocal #instagood #igersaustria #igersgraz #breakfast #cake #coffee #fottern #fotternonline #breakingnews #staytuned #allesneu,Noch 2! Tage - bleibt dran und seid gespannt!!! 🤗🤩🌟😜😎 .                                               ...bin i!!!😉,,2021-01-26T08:03:50.000Z
