id_of_post,url_of_post,likes_of_post,hashtags_of_post,description_of_post,post_was_liked_by,date_of_post
CLWZFuIHtX7,https://www.instagram.com/p/CLWZFuIHtX7/,88,#bebrave #lunchbreakstories #seiduselbst #gründerinnen #gründerinnennetzwerk #frauennetzwerk #igersgraz #igersvienna #podcastfürfrauen #österreichpodcast #fempreneur #selbstständig,Be brave! ✨ Be authentic! Be yourself! Be awesome! 💗                       ❤ 🙌 So true! 👏🏽 🙌🏻 ❤️❤️❤️,,2021-02-16T10:33:20.000Z
CL33sRPnbYB,https://www.instagram.com/p/CL33sRPnbYB/,107,#strongwomenlifteachotherup #stoppsexuellebelästigung #catcallsofgraz #stoppgewaltgegenfrauen #lunchbreakstories #gewaltgegenfrauen #sexuellebelästigung #frauenfürfrauen #empowerment #empoweredwomenempowerwomen #aufstehen #gegengewalt #belästigungvonfrauen #neinsagen #frauenpodcast #igersgraz #graz #steiermark #steiermark💚 #frauenpower #frauen #frauenempowerment,"Kennt ihr schon die Catcalls of Graz?   ist eine aktivistische, antisexistische Plattform mit dem Ziel, auf sexuelle Belästigung auf der Straße und im Alltag aufmerksam zu machen. Catcalls, das sind sexualisierende und unangebrachte Kommentare, Zurufe und Pfiffe, die man von meist fremden Personen empfängt. Sie werden am Ort des Geschehens mit Straßenkreiden aufgeschrieben und anschließend anonymisiert auf Social Media geteilt, um öffentliche Aufmerksamkeit zu erreichen und auf die Problematik aufmerksam zu machen. Die Projektpartnerinnen sind Sarah Kampitsch (m.), Stefanie Rauch (r.) und Anna Majcan (l.) Schaut doch mal bei den   vorbei und wehr dich gegen sexuelle Belästigung!  Falls du andere tolle Organisationen und Vereine kennst, die sich für Frauenrechte einsetzen, lass es uns in den Kommentaren wissen! 😉⬇️                                           oh ja kenn ich schon und find ich super!!! 😍 congrats für die sichtbarmachung eines so wichtigen themas 👏👏 Gerne möchte ich mit eurer Hilfe die Gender Data Gap ein stückweit schließen ☺️✨ Hoffentlich auch die (zugegebenermaßen selteneren) sexualisierenden und unangebrachten Kommentare gegenüber Männern... B) Tolles Projekt!",,2021-03-01T10:35:41.000Z
CP_Q2U1H-LV,https://www.instagram.com/p/CP_Q2U1H-LV/,48,#lunchbreakstories #lyngual #gründer #startup #techstartup #nushu #sheconomy #frauenpower #frauennetzwerk #frauenunterstützenfrauen #frauenfürfrauen #unternehmer #unternehmerin #igersmunich #gründen #machenistwiewollennurkrasser,"Maria Nowecki gründete Anfang 2020 gemeinsam mit ihren zwei Mitgründern das Language Tech Startup Lyngual, mit dem sie den eingestaubten Übersetzungsmarkt neuen Schwung geben wollen. Aufgewachsen und geboren in der bayerischen Provinz zog es sie schon früh in die weite Welt, zuerst nach Brüssel, dann ein paar Jahre nach Marokko, um schließlich wieder in Deutschland zu landen, wo sie mehrere Jahre als Assistenz der Geschäftsführung in einer der größten Übersetzungsagenturen Europas tätig war. Wir unterhalten uns über ihre Learnings im ersten Gründungsjahr, Tipps für angehende Gründerinnen, die mangelnde Kultur des Scheiterns in Österreich und Deutschland und wie sie die Jahre in Marokko geprägt haben.                              ",,2021-06-11T17:35:46.000Z
CQwQpGmJoKa,https://www.instagram.com/p/CQwQpGmJoKa/,109,#summervibes #summer2021 #nobodyshame #beyourself #podcast #lunchbreakstories #frauensindschön #dubistgutsowiedubist #trustyourgut #igersgraz #igerswien #selbstundständig #unternehmerinnen #bosslady #igersmunich #elanorroosevelt #sommermotto #frauensindkeineobjekte #frausein #wednesday,"3 Dinge über, die du dir diesen Sommer 🏖 bestimmt keine Gedanken 💭 machen musst: Ob du einen Bikini 👙 Body hast. Nimm deinen Body und einen Bikini und voilaaa… ✨ alternativ tut es ein Badeanzug 🩱 auch. Wenn du das mit einer Radlerhosen kombinieren möchtest, dann bitte. Who is here to judge? Lena? Lena who?     Ob du dir eine Auszeit 🏝 nehmen darfst. Eine Auszeit vom Alltag, vom Job, von Social Media, von was auch immer. Pausen sind notwendig. Pausen sind wichtig. Pausen sind richtig. Sagt auch die Forschung. Google mal. Permisson granted! ✅       Was Andere über dich denken könnten, wenn du X und Y machst. 🤷🏼‍♀️ Elanor Roosevelt sagte einmal: “Do what you feel in your heart to be right- for you`ll be criticized anyway. You`ll be damned if you do , and damned if you don`t.” And now enjoy your summer! 😊 So wahr! 👏😍❤️ Will do enjoy my summer and no worries about bikini/Badeanzug body 😘 made my day 😂 Soooo true! Super Beitrag 👏😍 Toller Beitrag 👏❤️! Danke für diesen tollen Beitrag 😍♥️                                        💯",,2021-06-30T18:16:45.000Z
CMkpuAMHFxp,https://www.instagram.com/p/CMkpuAMHFxp/,67,#rolemodel #lunchbreakstories #podcastausösterreich #femalefuturefestival #femalefuturefestivalgraz #femalefutureforce #frauenpower #vernetzung #speakerin #eventfürfrauen #frauen #frauennetzwerk #igeragraz #igersbregenz #femaleempowerment #fempreneur #frauenunterstützenfrauen #fraueninführung #karriere #karriereundkind #mompreneur #verenapausder #womanatwork #empoweredwomenempowerwomen,"Kennt ihr schon das Female Future Festival ? Ich hatte das Vergnügen ☺️ (Pre-Corona 🦠 ) live in Wien dabei zu sein und war irrsinnig inspiriert ✨von diesem Festival voller Empowerment, tollen Speaker*innen, Wertschäzung, Austausch & Vernetzung und natürlich jeder Menge Frauenpower. Ganz besonders freue ich mich dieses Jahr auf die Talks von   (Sie ist für mich so ein   🤩🥰!),   (lese   seit 20 Jahren ...wow ich werde alt 🙈😅) und   (den ich schon öfters live in Action gesehen habe)... Übrigens freue ich mich wahnsinnig, dass ich dieses Jahr beim   auch als Speakerin dabei sein darf!!! 🥰☺️   👉 SAVE THE DATE: 11.11.2021 👉 Helmut List Halle Graz!   Wer ist noch dabei? 😉 Auf wen freut ihr euch ganz besonders?🤩 🔥🔥🔥                                             Wie cool ☺️🤩 👏🏼👏🏼👏🏼 🙌❤️🥳 Sehr cool Julia!😘😘😘 Klingt toll👍✨Lg aus Barcelona, Barbara Juchuuuu, ich freu mich auch schon 🙌💪🏼🥳",,2021-03-18T19:59:24.000Z
CMKyGsyHcS9,https://www.instagram.com/p/CMKyGsyHcS9/,91,#strongertogether #lunchbreakstories #igersaustria #igersgraz #frauentag #internationalwomensday #internationalerfrauentag #frauen #frauenpower #frauensupportenfrauen #empowerment #empoweredwomenempowerwomen #frauennetzwerk #nushuu #women #unternehmerin #chefin #graz #mayaangelou #stronggirl #podcast,"Schönen Frauentag euch tollen, einzigartigen, wunderbaren Frauen da draußen.✨Blumen 💐 sind ja ganz nett, aber wir wollen gleiche Bezahlung für die gleiche Arbeit, Gerechte Aufteilung bei der Care Arbeit, mehr Frauen in führenden und leitenden Positionen!!! Wir wollen gleiche Rechte für alle!!! Wir sind für Frauen, aber nicht gegen Männer. The future is female and male!    Welcher Frau möchtest du heute von ❤️ einmal Danke sagen? ✨Welche Frau ermutigt und inspiriert dich? ✨Lass es sie und uns in den Kommentaren ⬇️ wissen und sie gemeinsam feiern! 🥳🎉 ❤️🤗                                        ich möcht allen frauen danke sagen, die sich bedingungslos für andere frauen einsetzen ❤️ ❤️ Danke allen Müttern - ihr seid die wahren heroes! ❤️🙌 Danke Mama   😘  🖤🖤🖤😊",,2021-03-08T18:52:26.000Z
CP3wHPXHPHQ,https://www.instagram.com/p/CP3wHPXHPHQ/,85,#dontquit #lunchbreakstories #igersgraz #igershamburg #fempreneur #solopreneur #frauenpower #motivationzummitnehmen #graz #igersaustria #weitermachen,Little reminder 😉 💯 Yessss! 👏🔥                     Yes🙌🙌🙌🔥 I love that visualisation! 👍👍👍,,2021-06-08T19:35:02.000Z
COCyQ1cnrLM,https://www.instagram.com/p/COCyQ1cnrLM/,64,#femaleempowerment #powerwoman #lunchbreakstories #pwrwmn #powerwomxn #femaleempowerment #womenempowerment #fempower #feminity #womanhood #empowerment #fempreneur #ask4more #changetheratio #girlpower #tothegirls #equality #respectwomen #womensupportingwomen #womeninbusiness #femaleempowermentproject #strongwomen #feminism #feminismus,"Kennt ihr schon Ada?😉   Im März 2021 gründete Forbes 30 UNDER 30   🚀 ( Zu Gast bei Lunch Break Stories in Episode 33), Gründerin der Green Marketing Agentur   , das Unternehmen „Ada“ mit dem Ziel, Frauen hörbar👂 und sichtbar 👁 zu machen. Das neue Wiener Start-Up 🚀 widmet sich ganz dem Thema   und gibt jeden Wochentag innerhalb 2-minütiger Videos 🎥 🎞 Tipps💡 von Expertinnen an die Hand, die sofort im Alltag umgesetzt werden können. Einen tollen Vorgeschmack auf die App bekommt ihr bereits bei   und auf LinkedIn und Facebook. Der nächste Schritt 🦶 des jungen Unternehmens ist jetzt eine Crowdfunding Kampagne, um die Finanzierung💰 der App „Ada“ voranzutreiben und somit den Nutzer:Innen zukünftig das Konsumieren ihrer Inhalte zu erleichtern. ❗️Alle Infos zu Ada und ihrer Corwdfunding Kampagen findet ihr unter ➡️ https://adapowerwoman.at/                                             🔥🔥🔥 ❤️ Danke für eure Unterstützung 🙌🏼♥️ Sehr gerne!!!☺️❤️ ❤️🙌 Ooooh danke dir für deine Unterstützung! Das Crowdfunding ist leider nicht so richtig angelaufen. Wir freuen uns über jede einzelne Unterstützung! 🙌🏿🙌🏻 Den Crowdfunding Link findet ihr in meiner Bio oder in der Bio von   Oder ihr besucht einfach   und sucht nach ""Ada""",,2021-04-24T09:22:40.000Z
CSPhVS3qUWi,https://www.instagram.com/p/CSPhVS3qUWi/,68,#lunchbreakstories #dearmara #igersgraz #smallbusinesslove #nachhaltigkeit #nachhaltigerschmuck #fairerschmuck #femalefounders #graz #gründung #gründungsberatung #gründungstipps #gründerinnen #unternehmerin #startup #tippsfürgründerinnen #steiermark,"NEUER Blogbeitrag 🥳dear mara Gründerin Tamara Toller berichtet über ihre Erfahrungen beim Gründen 🚀 eines Labels und gibt wertvolle Tipps für die Gründungsphase. ✨ Tamara ist 28 Jahre alt, stolze Grazerin 💚und hat sich vor knapp sieben Monaten ihren Traum 🌈 erfüllt und gemeinsam mit ihrem Freund ein eigenes Label namens   gegründet. Mit dear mara setzt die junge Steirerin auf handgefertigte Ohrringe aus hochwertigen Materialien wie Miyuki Perlen, Swarovski-Kristallen und Süßwasserperlen. 💎  Zudem geht Tamara mit ihrem Label einen wichtigen Schritt 🦶 in Richtung Nachhaltigkeit 🌿: Es werden nicht nur alle Produkte nachhaltig und fair in Italien 🇮🇹 gefertigt, sondern dear mara ist auch Mitglied der Organisation 1% for the Planet 🌎 und spendet 1% des Umsatzes für den Erhalt der Umwelt.🌳  Mit   hat Tamara es außerdem geschafft, den Umsatz ihres Labels innerhalb von nur fünf Monaten in den fünfstelligen❗️ Bereich zu bringen. Was ihre Geheimnisse dahinter sind und welche Tipps sie für die Gründung hat, verrät sie uns in ihrem Gastbeitrag. ➡️Link in Bio. ⬅️ 😍                                 😍😍😍 Super Tipps!!! Der Tipp mit den Rechnungen ist für mich… 😆 Sehr schön! Wo bekommt man die Ohrringe zu kaufen?",,2021-08-06T18:10:26.000Z
CMu_wyJnGZp,https://www.instagram.com/p/CMu_wyJnGZp/,113,,"🥳Juchuuuu GEWINNSPIEL🤩: Gewinne eines von drei signierten Büchern 📚„MUT geht weiter“ von Helen Hain . (Swipe left ➡️ 😉) YESSS!!!😊 Seit letzter Woche ist die aktuelle Folge von Lunch Break Stories mit Helen (Ep. 39) schon wahnsinnig oft angehört worden und auf kaum ein anderes Interview habe ich bisher so eine starke Resonanz bekommen. 🥰 Falls du es noch nicht gehört hast...hör unbedingt gleich rein! 🎧 Überall wo es Podcasts gibt!😉   Wie du an unserem Gewinnspiel teilnehmen kannst? 1. FOLLOW   &  2. LIKE diesen Beitrag ❤️ 3. Verrate uns in den KOMMENTAREN ⬇️wem du dieses Buch schenken möchtest 🎁 oder, ob du es lieber selbst behalten möchtest 😉😁 Wir würden uns freuen😍, wenn du diesen Beitrag auch in deinen Stories TEILST- das gibt dann natürlich ein Extra-Los für dich! 😊 Das Gewinnspiel endet am Samstag, den 27.3.2021 um 20.00 Uhr!!! Die Gewinnerin/Der Gewinner wird zufällig ausgewählt und von uns via DM verständigt. Teilnahmebedingungen: • Teilnahmeberechtigt sind alle aus Österreich 🇦🇹 , Deutschland 🇩🇪 und der Schweiz 🇨🇭 , die mindestens 18 Jahre alt sind und gerne ein bisschen mutiger werden wollen.😉 • Das Gewinnspiel wird durch   und   durchgeführt und steht in keinerlei Beziehung zu Instagram. Keine Barablösung möglich.  ❤️  ❤️  😍  ❤️🙌🔥 😍😍 N😍 😍 😍 😍 😍 Hey! Vielen lieben Dank für das tolle Interview! Mein Mann und ich sind mit offenen Mündern da gesessen und ich war dann so inspiriert! 😍🤗 Ich würde das Buch wahnsinnig gerne selbst lesen 😬 wenn ich damit fertig bin würde ich es meiner lieben Freundin und ebenfalls Mama Babsi weitergeben damit wir uns danach dazu austauschen können 🤗",,2021-03-22T20:24:26.000Z
