id_of_post,url_of_post,likes_of_post,hashtags_of_post,description_of_post,post_was_liked_by,date_of_post
CR5yOJUII6f,https://www.instagram.com/p/CR5yOJUII6f/,70,#weloveourclients #reload24 #socialmedia #socialmediastrategie #socialmediaauftritt #restartgastro #gastro #gastronomie #socialmediafürunternehmen #socialmediafürgastronomie #gastroreopening #gastroreopening2021 #weloveourjob #restaurant #kommunikationsarbeit #kommunikationsexperten #socialmediaexperts #doitforthegram,"Do it for the gram! 🤳 Pünktlich zum Gastro-Reopening im Mai haben wir auch für unseren Client Reload24 in Wr. Neustadt, mit einer geschmackvollen Social Media Strategie losgelegt. 👨‍🍳🚀 Zweieinhalb Monate später können wir festhalten: 67%-ige organische Steigerung der Follower! 💪🤩  Überzeugt euch gerne selbst 🧡👉    . . .                                   Klasse 👏",,2021-07-29T07:34:43.000Z
CSOiaEHIDAN,https://www.instagram.com/p/CSOiaEHIDAN/,66,#dasalzburger #weloveourclients #eistee #icetea #abkühlung #summer #summertime #summer2021 #rotefrüchte #teeimsommer #kühlenkopfbewahren #iceicebaby #biotee #teetrinken #gutelaunetee #erfrischung #teatime #Teezubereitung #teeliebe #TeamTee #teeziehtimmer #agenturalltag #agenturleben #bürotee #pragentur #salzburg #salzburgerland,"ice, ice baby 🥵🧊 Damit wir bei unserer PR-Arbeit auch im Hochsommer einen kühlen Kopf bewahren, erfrischen wir uns gerne mit dem Bio-Eistee von unserem Client   – Schon probiert? 😋🍹  . . .                                                    ",,2021-08-06T09:00:35.000Z
CPAV_34KukU,https://www.instagram.com/p/CPAV_34KukU/,79,#newclient #washparkmandl #sauberearbeit #kommunikationsarbeit #socialmediaagentur #socialmediastrategie #unternehmenskommunikation #corporatecommunication #digitalisierung #wienerneustadt #tribuswinkel #wien #salzburg #carlovers,"Echt saubere Arbeit! 😎 Digitalisierung sei Dank, gibt durchdachte Unternehmenskommunikation zunehmend auch auf Social Media Gas. 🏎 Bestes Beispiel dafür ist der Account unseres Neukunden  , für den wir mit einem gelungenen Mix aus frechen Sprüchen und wissenswerten Infos die treue Followerschaft nicht nur unterhalten, sondern ebenso informieren dürfen. 🔝 Wer's nicht glaubt, schaut selber rein! Und zwar hier ⏩   🏎 . . .                           🔥🔥🔥🔥 Hammer 😍👏🙌 So und nicht anders! 😎👍🏻 🔥🤤 Tolle Arbeit und genau so sieht es aus. 😍🙌 Immer die Ami Karren….buuuhhhh",,2021-05-18T07:08:36.000Z
CP-PXrDqnjs,https://www.instagram.com/p/CP-PXrDqnjs/,72,#artofcart #formulagastronomie #ottakringer #gastronomieszene #weekend #kommunikationsarbeit #pressearbeit #socialmedia #socialmediastrategy #pragentur #lifelikepr #salzburg #wien #wienliebe #österreich #textkraft #unternehmenskommunikation #teamworkmakesthedreamwork #carting #racing #ottakringerbrauerei,"TeamworD makes the DreamworD 😎 Für das Incentiveformat   Formula Gastronomie Exhibition 2.0 bündeln wir unsere (Text)kräfte und vereinen unterschiedlichste Unternehmensphilosophien zu einer einheitlichen Sprache für Veranstalter, Premiumpartner, Suppliers, Promis und Journalisten. 💪 Das Ergebnis könnt ihr an diesem Wochenende auf Social Media sowie in Österreichs Medienlandschaft mitverfolgen! 🔝 Wen von euch treffen wir morgen bei der   ? 🏁 . . .                                         🔝🔝🔝 🙌🔥 Wir sehen uns! 🏎💨 👍🏼",,2021-06-11T08:03:36.000Z
CS3oRR3IhjR,https://www.instagram.com/p/CS3oRR3IhjR/,55,#GoodNews #corporatePR #weloveourclients #familieschärf #familieschärfkaffee #familieschaerfkaffee #familieschaerfcoffee #coffeelovers #welovegoodcoffee #GoodCoffee #Goodcoffeegoodday #corporatecommunications #unternehmenskommunikation #kommunikationsstrategie #prstrategie #kommunikationsberatung #kommunikationsberater #internekommunikation #externekommunikation #socialmedia #socialmediamanagement #socialmediabetreuung #socialmediastrategie #kommunikationsagentur #pragentur #socialmediaagentur #welovewhatwedo, 🤩 Für unseren Client   kümmern wir uns bereits seit Anfang letzten Jahres um alle wichtigen Aspekte des Themas   💪 Angepasst an die Kommunikationsstrategie starten wir mit unserem Client nun auch auf Social Media durch! 🤩🚀 Schaut doch gerne mal vorbei und lasst ein 👍 da:   🧡 . . .                                                 Top!! 🔥🔥 👏👏👏👏 🙌🙌🙌🙌 super! Jo stimmt! 👏 ☕️☕️☕️☕️☕️🔥 Sehr cool!!!👏 Vielen Dank! 🤓🔝👍🏼,,2021-08-22T08:00:41.000Z
CQxpf8AIZJn,https://www.instagram.com/p/CQxpf8AIZJn/,,#challengeaccepted #lifelikepr #pragentur #kommunikationsagentur #salzburg #salzburgerland #salzburgstadt #österreich #wien #vienna #starkekommunikation #kommunikationsarbeit #pressearbeit #socialmediaagentur #agenturleben #unternehmenskommunikation #communicationiskey #corporatecommunications #consumercommunication #hotellerie #beverage #foodlover #eventplanner #society #tourismusmarketing," 💪 Viele Unternehmen stehen irgendwann vor dieser kommunikativen Herausforderung: unterschiedliche Botschaften an unterschiedliche Zielgruppen zu kommunizieren, ohne dass dabei das einheitliche und authentische Unternehmensbild verloren geht. 🤯 Die Lösung dafür gibt's bei uns: Mit durchdachter Corporate Communication bringen wir für unsere Kunden zum Ausdruck, wofür sie stehen, was sie machen - und warum sie gut darin sind. 🧡 Was wir sonst noch so machen? Als Kommunikationsagentur verbinden wir lebensechte Begeisterung mit Ehrlichkeit und qualitativer Leistung und setzen dabei folgendes für unsere Kunden um: ✔️Analyse ✔️Strategie ✔️Text und SEO Text ✔️Kommunikationskonzepte ✔️Bildproduktion ✔️Öffentlichkeitsarbeit/ Public Relations ✔️(Digital) Brand Management ✔️Social Media ✔️Online PR ✔️SEO PR ✔️Online- und Suchmaschinenmarketing Und weil wir absolut keine Programmierer oder Techniker sind, werden diese Maßnahmen mit den großartigsten aller Partneragenturen umgesetzt: 💡Contentproduktion 💡Design Ganz gleich ob KMU oder AG: Besonders jetzt ist Kommunikation ein entscheidender Faktor, wenn es um die Positionierung eines Unternehmens (in und nach Krisenzeiten) geht. Welche Unternehmen und Marken derzeit auf unsere Expertise vertrauen, lässt sich auf unserer Website einsehen 🧡⏩ LINK IN BIO!                                                👍🏻👍🏻",,2021-07-01T07:13:17.000Z
CPpmNSCKnyu,https://www.instagram.com/p/CPpmNSCKnyu/,57,#krimihelden #krimiheldensalzburg #neueröffnung #veranstaltung #eventhighlight #pressetext #pragentur #kommunikationsarbeit #weloveourclients #krimibücher #buchhandlung #salzburg #salzburgösterreich #eventkommunikation #veranstaltungskommunikation #wirliebenkommunikation #communicationiskey #brainisleseempfhelungen #meinebuchempfehlung,"Endlich wieder Veranstaltungen! 🤩🥳  Als unser erstes Event-Highlight 2021 dürfen wir die Eröffnung der   nach außen tragen. 🔝🧡 Wusstet ihr, dass die Salzburger Krimihelden 200 Krimi-Autoren für euch bereithalten? 🤓📖📚 . . .                                 Da schauen wir auf jeden Fall vorbei! 🤓📚 Ich bin schon SEHR gespannt und werde 100% vorbeischauen!!! Schließlich durfte ich a paar Jahre mit der ""Hauptermittlerin"" zusammenarbeiten... Ihr habt nach meinen Buch- Empfehlungen gefrag,wenn's Ernst gemeint war,unter   ist eventuell ja was dabei....😅😊 Krimis sind absolut nicht meins 🙈 Drum für die Romantiker unter euch: die Redwood Reihe von Kelly Moran - auch recht humorvoll🤗  Hört sich super an! 🙌 Wooow Stephen King Ist ein klasse Autor 😍 Gänsehaut pur!! Tolles Bild 😊👍🏻 Krimis sind immer gut! 👏",,2021-06-03T07:39:06.000Z
CRGwxpEov0R,https://www.instagram.com/p/CRGwxpEov0R/,93,#happyweekend #bosslady #bossbabe #bosslife #bosshomes #weekendmood #pragentur #agenturleben #agenturalltag #officelady #officelife #socialmedia #socialmediamanagement #communitymanagement #feierabendgenießen #womansupportingwomen #womansupportingwoman #womansupportwoman #bossbabesociete #officialteambossbabe #bossbabeiga #thebossbabesociete,"🤩 HAPPY FRIDAY! 🤩 Auch in unserem PR-Büro machen wir uns ready fürs Wochenende: ⏩ Bevor es für unsere Ema   vom Garten-Homeoffice in den Feierabend geht, checkt sie nochmal unsere Work-Whatsapp-Gruppe, in der sie uns auch regelmäßig mit süßen Dalmatiner-Welpen-Fotos versorgt. 📲🌻 ⏩ Unsere Laura   kümmert sich am Freitagnachmittag noch fleißig um das Community Management unserer Clients auf Social Media. 💪🧡 ⏩ Damit alle Journalisten die Infos haben, die sie für ihre Berichterstattung über unsere Clients am Wochenende benötigen, checkt Tina   vor Feierabend noch die letzten Mails. 📧📰 ⏩ Bürohund Hermes 🐶 schnappt sich seinen Lieblingsbegleiter und macht sich auf den Weg nach draußen. 🌸 ⏩ Und zu guter Letzt darf ein „Happy Weekend“ Post auf Instagram natürlich auch nicht fehlen – das hat meistens noch unsere Sabrina   am Schirm. 🤳 In diesem Sinne wünschen wir euch einen guten Start in ein sonniges Wochenende! ☀ . . .                                             Schönes Wochenende ❤️ Hört sich nach einem tollen Team an 🤙🏻🤩 Genießt es 😍",,2021-07-09T12:00:49.000Z
CSEBfvZIkxu,https://www.instagram.com/p/CSEBfvZIkxu/,109,#spaßandersache #lifelikepr #pragentur #kommunikationsagentur #socialmediaagentur #digitalnatives #kommunikationsexperten #weloveourjob #welovepr #womeninpr #prgirl #prgirlsdoitbetter #publicrelations #agencylife #agenturleben #businesswoman #success #coffee #kaffeetrinken #welovewhatwedo #bosslady #officelife #womenpower #womensupport #womensupportwomen #leidenschaft #salzburg #salzburgerland #salzburgaustria #österreich,"Leidenschaft trifft Qualität 🧡 Egal ob unsere PR-Arbeit, Social Media Agenden oder Online-Strategien: Was unsere Lifelike PR-Agentur ausmacht, ist die Kombination aus langjähriger Branchenerfahrung, zuverlässigem Know-how und besonders viel   🤩🧡 . . .                                                         👏😊 Schöne neue Woche 😍 👏💚 👏👏👏👏 Spaß ist das wichtigste in jedem Job ☺️☺️ Ohne Spaß im Job funktioniert‘s einfach nicht! 🙌",,2021-08-02T07:00:36.000Z
CQnVIvcoQXI,https://www.instagram.com/p/CQnVIvcoQXI/,71,#happybirthday #andreasberger #weloveourclients #100metersprinter #gmunden #gmundenamtraunsee #traunsee #wien #wienliebe #pragentur #kommunikationsagentur #loverun #sportveranstaltung #socialmedia #news #veranstaltung #laufevent #prwork #runningmotivation #corporatewording #laufenmachtglücklich #pragentursalzburg #salzburg #running,"“Happy Birthday” ist zu wenig 🎂🎉 Für unseren langjährigen Client Andreas Berger hatten wir weitaus mehr zu sagen. Zum Beispiel, dass er vor Medien und Presse an seinem Geburtstag, den 9. Juni ein Resumee aus seiner ehemaligen Sportkarriere zieht und eine Vorausschau seiner Tätigkeit als Sportveranstalter preisgibt. 🔝 Mit Erfolg: nahezu alle österreichischen Medien griffen das PR-Thema auf und portraitierten den Rekordhalter im 100Meter Sprint in ihren Publikationen. 💪🥳 . . .                                                Happy Birthday nachträglich!!! 👏👏",,2021-06-27T07:02:51.000Z
