id_of_post,url_of_post,likes_of_post,hashtags_of_post,description_of_post,post_was_liked_by,date_of_post
Ba7IVwygL82,https://www.instagram.com/p/Ba7IVwygL82/,8,#süssesodersaures #happyhalloween #asiahaus #einfachgeniessen,🎃       ,,2017-10-31T19:20:34.000Z
BZjNpASAujQ,https://www.instagram.com/p/BZjNpASAujQ/,26,#grandopening #awesome #asiahausklagenfurt #einfachgenießen,Das Grand Opening ist voll im Gange. Wir begrüßen ganz herzlichst alle Gäste 😊       ,,2017-09-27T15:53:43.000Z
BbMKDpHgByt,https://www.instagram.com/p/BbMKDpHgByt/,9,#einfachgeniessen #asiahausklagenfurt #zeitunglesen #meinewoche,Das Asia Haus in   😊       ,,2017-11-07T10:02:39.000Z
BbHZkvdglLz,https://www.instagram.com/p/BbHZkvdglLz/,6,#einfachgeniessen #asiahausklagenfurt #weihnachtsfeier #gesuchtgefunden,Kurzfristig noch auf der Suche nach Räumlichkeiten für die Weihnachtsfeier? Den richtigen Platz mit leckerem asiatischen Essen gibt es bei uns 😄 ✍ Infos & Kontaktdaten findest du auf unserer Profilseite ✌      ,,2017-11-05T13:42:02.000Z
B5pghRPHOy0,https://www.instagram.com/p/B5pghRPHOy0/,11,#asiahausklagenfurt #einfachgenießen #foodquotes #essenszitate #sushi #sushiforlife #asiatisch #asianfood,Stimmt du dem zu? 🙃               ,,2019-12-04T11:18:44.000Z
BcrVeDxg8j4,https://www.instagram.com/p/BcrVeDxg8j4/,8,#vorweihnachtenszeit #einfachgenießen #asiahausklagenfurt,Wuhuuu. Schon 300 Likes! 300 x ein großes Dankeschön!!! 😊⠀ ⠀ Wir wünschen noch eine wunderschöne Vorweihnachtszeit!⠀ ⠀ Ihr Team Asia Haus⠀ ⠀ PS: Die letzten Tage unseres Gewinnspiels laufen. Es gibt tolle Asia Haus Packages zu gewinnen! Link zum Gewinnspiel finden Sie auf unserer Website über unsere Bio.      Mehr davon 😄 💪👍!!!,,2017-12-14T09:10:14.000Z
BcADuneAj4I,https://www.instagram.com/p/BcADuneAj4I/,11,#asiahausklagenfurt #weihnachten #geschenke #gewinnspiel #mongolianbbq,"Liebe Gäste,⠀ ⠀ Weihnachten steht bald vor der Tür und wir möchten in der schönen kalten Jahreszeit ein kleines Gewinnspiel machen. Sie können dabei eines von 25 exklusiven ASIA HAUS Packages gewinnen. ⠀ ⠀ Jedes Package beinhaltet folgendes:⠀ ⠀ - 2 x Hausgemachter Asia Haus Cocktail⠀ - 1 x ""Special"" Chopsticks⠀ - 1 x 5 Euro Gutschein für unser Restaurant⠀ - 1 x Mon Cheri Adventschokolade⠀ ⠀ Alles, was Sie dafür tun müssen, ist eine Frage zu beantworten. Den Link dazu finden Sie auf der Startseite von unserer Website, welches im Profil angeführt ist. ⠀ Das Gewinnspiel läuft bis zum 15. Dezember 2017. Die GewinnerInnen werden am 16. Dez. per Mail kontaktiert und können die Gewinne direkt bei uns im Restaurant abholen.⠀ ⠀ Wir wünschen Ihnen viel Erfolg und viel Spaß beim Mitmachen des Gewinnspiels!⠀ ⠀ Herzlichste Grüße,⠀ Ihr Team Asia Haus        ",,2017-11-27T13:47:52.000Z
BcR9osagHhu,https://www.instagram.com/p/BcR9osagHhu/,4,#besinnlichezeit #einfachgeniessen #asiahausklagenfurt #esweihnachtetbald,"Liebe Gäste,  am 24. Dezember verbringen wir die Zeit mit unseren Liebsten und haben daher nicht geöffnet. Ab dem 25. Dez. sind wir jedoch wieder in alter Frische für Sie da. Wir wünschen Ihnen ein besinnliches Weihnachtsfest! Herzlichste Vorweihnachtsgrüße, Ihr Team Asia Haus        👍 Gefällt uns 😊!!!",,2017-12-04T12:40:57.000Z
BatZqAsgDvh,https://www.instagram.com/p/BatZqAsgDvh/,7,#nationalfeiertag #österreich #👌,🇦🇹     ,,2017-10-26T11:22:30.000Z
Bcxvay6AkrU,https://www.instagram.com/p/Bcxvay6AkrU/,8,#gratulation #asiahauspackages #einfachgenießen #asiahausklagenfurt,"Liebe Gäste,⠀ ⠀ wir bedanken uns ganz herzlichst für Ihre aktive Teilnahme an unserem Gewinnspiel! Wir konnten es kaum glauben, dass fast 200 Personen teilgenommen haben! 😊⠀ ⠀ Alle TeilnehmerInnen erhalten demnächst von uns eine Mail, ob er bzw. sie unter den glücklichen GewinnerInnen gehört und ggf. mit weiteren Infos, wie der Gewinn abgeholt werden kann.⠀ ⠀ Wir bedanken uns nochmals ganz herzlichst und wünschen noch eine wunderschöne Weihnachtszeit!⠀ ⠀ Herzlichste Grüße,⠀ Ihr Team Asia Haus       ",,2017-12-16T20:52:25.000Z
