id_of_post,url_of_post,likes_of_post,hashtags_of_post,description_of_post,post_was_liked_by,date_of_post
CSzfgN0gpTw,https://www.instagram.com/p/CSzfgN0gpTw/,27,#photoshoot #photos #newphotos #portraitphotography #violin #violinist #musician #friends #friendship #happytomeetyou #multitalented #artistsintimesofcorona,"So excited about today's photoshoot with my friend  ! It was so nice to finally be able to meet in person, take awesome photos and chat about life and music 😊 I can't wait for the end result! 🤩                      ",,2021-08-20T17:27:07.000Z
CSCMRNkopJ6,https://www.instagram.com/p/CSCMRNkopJ6/,30,#friends #friendship #fun #stringquintet #violin #viola #cello #doublebass #fabulous5 #bestteamever #bestjobever #dinnerandmusic #summerconcert #liveperformance #livemusic #stringsonfire,"Repost from  **************  We did it! Dinner&Music 2021 is behind us and we could not be more proud of everyone involved in making this event series happen. A big thank you goes to our wonderful hostess   and her whole team at   for once again welcoming us back and making us feel at home. It is a pleasure every year to work with such a dedicated and fun team! ❤️ Another big thank you goes to our friend Thomas for bringing all of his energy and enthusiasm to the stage and for creating with us an evening our guests won't soon forget! Greifenburg, see you at Dinner&Music 2022! 😀                              ",,2021-08-01T13:56:15.000Z
CQgKTQsgdw7,https://www.instagram.com/p/CQgKTQsgdw7/,37,#imsorrywhat #panicmode #styria💚,Bonus points when it's someone you are doing business with... 😀     😂😂😂 Lol 😂.,,2021-06-24T12:13:37.000Z
CSZtbo_lwgC,https://www.instagram.com/p/CSZtbo_lwgC/,33,#friends #friendship #family #fun #friendshipgoals #workday #redwine #newprojects #unitedintonations #concerttour #travel #stringquintet #violin #violinist #musician #musicianslife #jobgoals #lifegoals,"After concert is before the concert! Working on exciting new projects for   in a beautiful garden, accompanied by a glass of red wine, what more could one ask for?                                   Promote it on 👉🏻 ",,2021-08-10T17:08:34.000Z
CSuSS4zoSwd,https://www.instagram.com/p/CSuSS4zoSwd/,31,,"And we're live! Our new music video for Sting's ""Fields of gold"" is up on our YouTube channel! Since we liked his original video so much, we have decided to recreate it ourselves. 😀 Partially filmed at beautiful Burg Finstergrün with the help of families Förster, Servatius and Upelj (thank you, guys, you are AWESOME) and partially in our home studio, we are very proud to present to you the finished product. Check it out, leave us a comment and subscribe to our YouTube channel to be notified of future content! 😊",,2021-08-18T16:55:30.000Z
CRyl-3JgBat,https://www.instagram.com/p/CRyl-3JgBat/,50,#dinnerandmusic #destinationhollywood #repost #tradition #peekaboo #sneakpeek #finedining #finemusic #schlossgreifenburg #bestjobever #bestteamever #stringquintet #violin #viola #cello #doublebass #musicians #musicianslife #music #musiclife #graz #austria #friends #friendship #family #fun,"Tradition of   - Irmtraud, Barbara and Irma excitedly peeking into the kitchen to get the first glimpse of the culinary masterpieces being served that evening 😀 What a weekend it was! Two action-packed   evenings that ended in a standing ovation, with amazing food from our two chefs - Ernst Muhr and Michael Wankerl and with the positive energy of our guests that stayed long after the official part ended to enjoy the moment to the fullest. And although we desperately need to catch up on sleep, we loved every second of it! 😁 Next stop - ""20 Strings on Fire"", last evening of Dinner&Music 2021 at   on 31st of July! 🔥  from                                              😍👏🙌🙌tercia de queens 👉👉DM on at ",,2021-07-26T12:33:05.000Z
CQwFKw6glhy,https://www.instagram.com/p/CQwFKw6glhy/,52,#dinnerandmusic #dinnerparty #finedining #finemusic #schlossgreifenburg #carinthia #visitcarinthia #thewaitisover #comingup #stringquintet #violin #violinist #musician #unitedintonations,"They're here! Flyers and posters for Dinner&Music 2021 at   have arrived! After almost a year without performing for a live audience, these pieces of paper bring me one step closer to our summer concert series with   and doing what I love most - entertaining my audience! 😁💖                           promote it!! on  👏🥰😊",,2021-06-30T16:36:29.000Z
CPVhLcegmvE,https://www.instagram.com/p/CPVhLcegmvE/,67,#homeoffice #iongroup #musicartsgraz #unitedintonations #communicationsmanager #officemanager #workfromhome #businesswoman #jobgoals #lifegoals #happy #musician #student #mom #workingmom #multitasking #glamour #feltcutemightdeletelater #naah,"Home office glam... 😁 who else is excited that the world is slowly but surely going forward? *********************                                     Hi sweetie i really like your style😍 let's have a collab. Let us send you free jewelries to feature, send me a message if you're interested 🥰😊👌🏽 🔥🔥🔥 🙋🏼‍♀️Proudly raising my hand. And you look gorgeous! 😍 You look amazing! ❤️hermosura❤️",,2021-05-26T12:30:21.000Z
CRJJCe6ga28,https://www.instagram.com/p/CRJJCe6ga28/,68,,Semester No. 4 is done!! Time for a well deserved summer break from studying... 😊 Good for you!! 😀 Bonnes vacances... ❤️pelirroja hermosa.😮👏👏🙌 👏🥰😊,,2021-07-10T10:11:27.000Z
CPaQxPPgauS,https://www.instagram.com/p/CPaQxPPgauS/,35,#liveperformance #livemusic #wedding #weddingmusic #musicians #musicianslife #violinist #happy #liveevents #wecandothis,"I am so happy to be playing live events again! Especially, when I can play with this wonderful lady and double especially when we get to accompany a wedding! 🥰 I hope this signals a move toward ""normality"" and am looking forward to all of the upcoming performances 😁 P. S.: if you need live music to accompany your event, look no further but the MusicArts Graz artists agency... 😉 Contact us for more information ***************************                  ",,2021-05-28T08:43:10.000Z
