id_of_post,url_of_post,likes_of_post,hashtags_of_post,description_of_post,post_was_liked_by,date_of_post
CPSlNSUKg4h,https://www.instagram.com/p/CPSlNSUKg4h/,37,#sushi #buffet #teppanyaki #asiatischekulinarikanderserleben #sushilover #asianfusion,"Endlich ist es wieder soweit! Wer freut sich auch? 😊 🍣 Öffnungszeiten: Mo-So: 11:30 bis 14:30 Uhr 17:30 bis 22:00 Uhr Dienstags geschlossen. Außer an Feiertagen. Um Reservierung wird erbeten unter 07672 216 45. Wir freuen uns ganz herzlichst auf Ihren Besuch 😊 Herzlichste und appetitliche Grüße, Familie Dong und das asiahouse-Team             die freude ist  grooooooß 😍🔥🙌 waren vorigen Freitag bei euch 🔝 🔝 😋 🙌",,2021-05-25T09:07:50.000Z
B6SVX6pnEb3,https://www.instagram.com/p/B6SVX6pnEb3/,20,#vorweihnachtszeit #deko #asiahouse #asiatischekulinarikanderserleben #essenunzo,Wir haben unser Restaurant ein bisschen weihnachtlicher dekoriert 😁 Seid ihr schon in Weihnachtsstimmung? 🤔         ,,2019-12-20T07:50:12.000Z
CIXqYQcC916,https://www.instagram.com/p/CIXqYQcC916/,36,#Bestellungen #Speisen #Lockdown #Besuch #Grüße #corona #covid_19 #update #abholservice #takeaway #sushi #vöcklabruck #asiatisch #sushilovers #asiahouse #asiatischeküche #asiatischekulinarikanderserleben,"Liebe Gäste, nach einer längeren Atempause dürfen wir Ihnen mit Freude mitteilen, dass wir 𝐚𝐛 𝐃𝐨𝐧𝐧𝐞𝐫𝐬𝐭𝐚𝐠, 𝐝𝐞𝐧 𝟎𝟑. 𝐃𝐞𝐳. 𝐰𝐢𝐞𝐝𝐞𝐫 𝐞𝐢𝐧𝐞 𝐒𝐞𝐥𝐛𝐬𝐭𝐚𝐛𝐡𝐨𝐥𝐮𝐧𝐠 𝐟ü𝐫 𝐒𝐢𝐞 𝐛𝐞𝐢 𝐮𝐧𝐬 𝐢𝐦 𝐑𝐞𝐬𝐭𝐚𝐮𝐫𝐚𝐧𝐭 𝐚𝐧𝐛𝐢𝐞𝐭𝐞𝐧 𝐤ö𝐧𝐧𝐞𝐧 🥳  Für unsere 𝐓𝐚𝐤𝐞-𝐀𝐰𝐚𝐲-𝐒𝐩𝐞𝐢𝐬𝐞𝐤𝐚𝐫𝐭𝐞 bitte nach rechts swipen oder Sie finden diese auch in unserer Bio.  können ab sofort bei uns aufgenommen werden. Telefon: 07672 216 45 Mobil: 0650 51 88 178 Mail: office@asiahouse.at Abholzeiten der  : Mo-So: 12:00 - 19:00 Uhr 𝐷𝑖𝑒𝑛𝑠𝑡𝑎𝑔𝑠 𝑔𝑒𝑠𝑐ℎ𝑙𝑜𝑠𝑠𝑒𝑛. 𝐴𝑢ß𝑒𝑟 𝑎𝑛 𝐹𝑒𝑖𝑒𝑟𝑡𝑎𝑔𝑒𝑛. Die letzten Wochen waren für uns alle mit Disziplin, Solidarität und Gemeinschaft verbunden. Der   traf uns als Gastronomiebetrieb folgenschwer sowie viele andere. Aber wir sind davon überzeugt, dass wir diese besondere Zeit sehr gut meistern können. Wir beobachten die derzeitige Sachlage genau und geben Ihnen sofort Bescheid, wenn wir wissen, ab wann wir wieder aufsperren dürfen. Derzeitiger Stand: Voraussichtlich 07. Jänner 2021. Denn das Wichtigste: Wir freuen uns schon wieder ganz herzlichst auf Ihren  ! 😁 Herzlichste und appetitliche  , Familie Dong und das asiahouse-Team                      ",,2020-12-04T08:49:28.000Z
CShDu5cCGRt,https://www.instagram.com/p/CShDu5cCGRt/,11,#asiatischekulinarikanderserleben #asiahouse #öffnungszeiten,"Liebe Gäste, ab 16. Aug. haben wir neue Öffnungszeiten für Sie: Mi-So: 11:30 - 14:30 Uhr 17:30 - 22:00 Uhr Montag & Dienstags geschlossen. Außer an Feiertagen. Wir freuen uns ganz herzlichst auf Ihren Besuch! 😊 Herzlichste und appetitliche Grüße, Familie Dong und das asiahouse-Team     ",,2021-08-13T13:38:07.000Z
Bs5YoWDAPIM,https://www.instagram.com/p/Bs5YoWDAPIM/,28,#qualderwahl #odereinfachalles #dessertwagen #asiatischekulinarikanderserleben,"Beeren, Vanille oder Schoko...pudding?🤔        Schokopudding 😍 👍👍👍!!",,2019-01-21T12:29:31.000Z
Br7efuOg5Ye,https://www.instagram.com/p/Br7efuOg5Ye/,21,#asiatischekulinarikanderserleben,"Liebe Gäste, nur noch ganz wenige Tage bis zum Jahreswechsel. Wir wünschen Ihnen noch bis dahin eine wunderbare besinnliche Zeit! 😊 Herzlichste Grüße, Familie Dong und das asiahouse-Team",,2018-12-28T11:27:52.000Z
B_sGGpEnKtw,https://www.instagram.com/p/B_sGGpEnKtw/,32,#asiatischekulinarikanderserleben #gemeinsamsindwirstark,"Liebe Gäste, nach einer längeren Atempause dürfen wir Ihnen mit Freude mitteilen, dass wir ab 01. Mai eine Selbstabholung für Sie bei uns im Restaurant anbieten können 🥳  Wir haben dafür eine eigene neue Speisekarte für Sie zusammengestellt (siehe Bilder bzw. Link finden Sie auch in unserer Bio)  Bestellungen können ab sofort bei uns zur Abholung aufgenommen werden 😊  Telefon: 07672 216 45 Mobil: 0650 51 88 178 Mail: office@asiahouse.at Wir haben im Zuge dessen auch neue Öffnungszeiten (gültig von 01. bis 14. Mai): Mo-So: 11:30 - 20:00 Uhr Dienstags geschlossen, außer an Feiertagen. Ab 15. Mai möchten wir ganz normal wieder für Sie eröffnen und arbeiten mit Hochdruck daraufhin. Wir halten Sie hier am Laufenden. Die letzten Wochen waren für uns alle mit Disziplin, Solidarität und Gemeinschaft verbunden. Die durchgeführten Maßnahmen trafen uns als Gastronomiebetrieb folgenschwer sowie viele andere. Aber wir sind davon überzeugt, dass wir diese besondere Zeit sehr gut meistern können. Denn das Wichtigste: Wir freuen uns schon ganz herzlichst auf Ihren Besuch! 😁 Herzlichste und appetitliche Grüße, Familie Dong und das asiahouse-Team  ",,2020-05-02T14:34:00.000Z
CPBRLcfC7Ow,https://www.instagram.com/p/CPBRLcfC7Ow/,17,#finally #asiahousekulinarikanderserleben #buffet #sushi #asiancuisine #vorsichtigeöffnung #asianfood,"Liebe Gäste, morgen ist es nun endlich soweit! Wir freuen uns sehr, dass wir Sie wieder bei uns im Restaurant begrüßen dürfen 🥳🎉 Um einen reibungslosen Aufenthalt bei uns zu gewährleisten, haben wir die wichtigsten COVID-19-Infos für Sie zusammengefasst. Die Informationen finden Sie sonst auch auf unserer Website (Link in Bio). Desinfektionsmöglichkeiten sowie Handschuhe bieten wir natürlich ausreichend vor Ort an. Themen-Buffet und Mongolian BBQ können wir erfreulicherweise auch wieder anbieten. Unser Personal vor Ort gibt Ihnen gerne Auskunft über die aktuellen Hygienebestimmungen. Unsere neuen Öffnungszeiten lauten: Mo-So: 11:30 - 14:30 Uhr 17:30 - 22:00 Uhr  Dienstags geschlossen. Außer an Feiertagen. Wir bitten nach Möglichkeit um eine vorherige Reservierung. Mit großer Vorfreude erwarten wir Ihren Besuch nach so einer langen (Take-Away)-Auszeit! 😊 Herzlichste und appetitliche Grüße, Familie Dong und das asiahouse-Team            ",,2021-05-18T15:45:44.000Z
CAAe34Wnavl,https://www.instagram.com/p/CAAe34Wnavl/,51,#muttertag #asiatischekulinarikanderserleben,"Liebe Gäste, das Team Asiahouse wünscht Ihnen alles Liebe zum Muttertag! 😊 Herzlichste und appetitliche Grüße, Familie Dong   ",,2020-05-10T12:35:15.000Z
Brm5QWpAuRI,https://www.instagram.com/p/Brm5QWpAuRI/,71,#asiatischekulinarikanderserleben #sushiforlife #sushiporn #sushitime #asianfoods #japanisch #foodporn #lecker #restaurant #vöcklabruck,"🍣🍤 Sushi Variationen, die Nächste 🍣🍤 Unsere neuen Inside-out Rollen nennen sich --- 1. Dragon roll  2. Viper roll 3. Spicy tuna roll 4. Ebi roll --- Welches Sushi spricht Ihnen am meisten an? 😊😋                  Lecker 👌 Great Catch!",,2018-12-20T11:37:38.000Z
