id_of_post,url_of_post,likes_of_post,hashtags_of_post,description_of_post,post_was_liked_by,date_of_post
CQ4O7EnsB65,https://www.instagram.com/p/CQ4O7EnsB65/,9,,Zrinka ❤️  Hi!!! 🤩🤩🤩  thanks so much for your support ❤️,,2021-07-03T20:35:39.000Z
CQx6aWJDV5K,https://www.instagram.com/p/CQx6aWJDV5K/,3,,,,2021-07-01T09:40:58.000Z
CSo3pSiMA8i,https://www.instagram.com/p/CSo3pSiMA8i/,5,,,,2021-08-16T14:26:25.000Z
CRbxPguIrGm,https://www.instagram.com/p/CRbxPguIrGm/,5,#cherry, strudel without sugar,,2021-07-17T15:48:57.000Z
CRmht9CsZ0G,https://www.instagram.com/p/CRmht9CsZ0G/,5,,,,2021-07-21T20:04:57.000Z
CQ6IVTAjAQY,https://www.instagram.com/p/CQ6IVTAjAQY/,4,,,,2021-07-04T14:16:32.000Z
CSyzdEZsxX7,https://www.instagram.com/p/CSyzdEZsxX7/,5,#fullyvacinnated #pfizer #covid_19,   ,,2021-08-20T11:02:12.000Z
CSeaoDYoTV_,https://www.instagram.com/p/CSeaoDYoTV_/,8,#blackberries #nosugar #strudel,   ,,2021-08-12T13:00:26.000Z
CRuQW-iszcV,https://www.instagram.com/p/CRuQW-iszcV/,,,,,2021-07-24T20:07:11.000Z
CQmT8bFMfYC,https://www.instagram.com/p/CQmT8bFMfYC/,3,,,,2021-06-26T21:33:11.000Z
CSy_6tuMypS,https://www.instagram.com/p/CSy_6tuMypS/,5,,,,2021-08-20T12:51:07.000Z
CSrk_d5sli0,https://www.instagram.com/p/CSrk_d5sli0/,2,,,,2021-08-17T15:41:09.000Z
CQ52mtgDd22,https://www.instagram.com/p/CQ52mtgDd22/,4,,,,2021-07-04T11:41:38.000Z
CSqq2rIMBSZ,https://www.instagram.com/p/CSqq2rIMBSZ/,4,,Earthquake again 😢 Don’t worry zrinka❤️imagine that it’s just domus elevator 🛗,,2021-08-17T07:13:08.000Z
CR6OPZMIYtW,https://www.instagram.com/p/CR6OPZMIYtW/,6,,Very good 👏  I am so happy bcs of that 😊,,2021-07-29T11:39:33.000Z
CRmVSuJsA9n,https://www.instagram.com/p/CRmVSuJsA9n/,7,,"cheese cake, without any sweetener 😋",,2021-07-21T18:16:22.000Z
CQji-azsvsC,https://www.instagram.com/p/CQji-azsvsC/,3,,,,2021-06-25T19:46:49.000Z
CS11LS9MNen,https://www.instagram.com/p/CS11LS9MNen/,5,,,,2021-08-21T15:14:59.000Z
CRvt0XbMkAa,https://www.instagram.com/p/CRvt0XbMkAa/,6,,,,2021-07-25T09:43:50.000Z
CR3cygGjs3m,https://www.instagram.com/p/CR3cygGjs3m/,14,,You look beautiful Zrinka 🥰  Thank you so much ❤,,2021-07-28T09:48:58.000Z
CRwL7IJs5_0,https://www.instagram.com/p/CRwL7IJs5_0/,6,,❤️❤️❤️,,2021-07-25T14:06:54.000Z
CSeV-GMI3u-,https://www.instagram.com/p/CSeV-GMI3u-/,3,#blueberrystrudel #withoutsugar, ,,2021-08-12T12:19:46.000Z
CQ8nBjCDxRK,https://www.instagram.com/p/CQ8nBjCDxRK/,,,,,2021-07-05T13:23:12.000Z
CSesR5nIak3,https://www.instagram.com/p/CSesR5nIak3/,3,#pumpkin #strudel #nosugar,   ,,2021-08-12T15:34:42.000Z
CRdlkoUKIMK,https://www.instagram.com/p/CRdlkoUKIMK/,7,#mozzarellapomodoro,Italian style breakfast,,2021-07-18T08:45:27.000Z
